point_sn,signal_code,signal_description,signal_type,measure_type,measure_location,station_sn,pipeline_sn
point_sn_1410,,,,16,measure_location_1410,station_sn_5,pipeline_sn_1
point_sn_273,,,,1,measure_location_273,station_sn_1,pipeline_sn_1
point_sn_1273,,,,15,measure_location_1273,station_sn_4,pipeline_sn_1
point_sn_223,,,,2,measure_location_223,station_sn_1,pipeline_sn_1
point_sn_1394,,,,17,measure_location_1394,station_sn_5,pipeline_sn_1
point_sn_1406,,,,12,measure_location_1406,station_sn_5,pipeline_sn_1
point_sn_473,,,,14,measure_location_473,station_sn_2,pipeline_sn_1
point_sn_138,,,,2,measure_location_138,station_sn_1,pipeline_sn_1
point_sn_840,,,,7,measure_location_840,station_sn_3,pipeline_sn_1
point_sn_902,,,,1,measure_location_902,station_sn_3,pipeline_sn_1
point_sn_808,,,,9,measure_location_808,station_sn_3,pipeline_sn_1
point_sn_1216,,,,9,measure_location_1216,station_sn_4,pipeline_sn_1
point_sn_1108,,,,3,measure_location_1108,station_sn_4,pipeline_sn_1
point_sn_1088,,,,17,measure_location_1088,station_sn_4,pipeline_sn_1
point_sn_945,,,,10,measure_location_945,station_sn_3,pipeline_sn_1
point_sn_1098,,,,10,measure_location_1098,station_sn_4,pipeline_sn_1
point_sn_765,,,,17,measure_location_765,station_sn_3,pipeline_sn_1
point_sn_620,,,,8,measure_location_620,station_sn_2,pipeline_sn_1
point_sn_1234,,,,10,measure_location_1234,station_sn_4,pipeline_sn_1
point_sn_578,,,,17,measure_location_578,station_sn_2,pipeline_sn_1
point_sn_675,,,,12,measure_location_675,station_sn_2,pipeline_sn_1
point_sn_290,,,,1,measure_location_290,station_sn_1,pipeline_sn_1
point_sn_1454,,,,9,measure_location_1454,station_sn_5,pipeline_sn_1
point_sn_1184,,,,11,measure_location_1184,station_sn_4,pipeline_sn_1
point_sn_645,,,,16,measure_location_645,station_sn_2,pipeline_sn_1
point_sn_1084,,,,13,measure_location_1084,station_sn_4,pipeline_sn_1
point_sn_1467,,,,5,measure_location_1467,station_sn_5,pipeline_sn_1
point_sn_115,,,,13,measure_location_115,station_sn_1,pipeline_sn_1
point_sn_185,,,,15,measure_location_185,station_sn_1,pipeline_sn_1
point_sn_1170,,,,14,measure_location_1170,station_sn_4,pipeline_sn_1
point_sn_1232,,,,8,measure_location_1232,station_sn_4,pipeline_sn_1
point_sn_845,,,,12,measure_location_845,station_sn_3,pipeline_sn_1
point_sn_732,,,,1,measure_location_732,station_sn_3,pipeline_sn_1
point_sn_901,,,,17,measure_location_901,station_sn_3,pipeline_sn_1
point_sn_695,,,,15,measure_location_695,station_sn_3,pipeline_sn_1
point_sn_971,,,,2,measure_location_971,station_sn_3,pipeline_sn_1
point_sn_386,,,,12,measure_location_386,station_sn_2,pipeline_sn_1
point_sn_537,,,,10,measure_location_537,station_sn_2,pipeline_sn_1
point_sn_667,,,,4,measure_location_667,station_sn_2,pipeline_sn_1
point_sn_458,,,,16,measure_location_458,station_sn_2,pipeline_sn_1
point_sn_220,,,,16,measure_location_220,station_sn_1,pipeline_sn_1
point_sn_688,,,,8,measure_location_688,station_sn_2,pipeline_sn_1
point_sn_648,,,,2,measure_location_648,station_sn_2,pipeline_sn_1
point_sn_66,,,,15,measure_location_66,station_sn_1,pipeline_sn_1
point_sn_1469,,,,7,measure_location_1469,station_sn_5,pipeline_sn_1
point_sn_621,,,,9,measure_location_621,station_sn_2,pipeline_sn_1
point_sn_861,,,,11,measure_location_861,station_sn_3,pipeline_sn_1
point_sn_706,,,,9,measure_location_706,station_sn_3,pipeline_sn_1
point_sn_190,,,,3,measure_location_190,station_sn_1,pipeline_sn_1
point_sn_1405,,,,11,measure_location_1405,station_sn_5,pipeline_sn_1
point_sn_1461,,,,16,measure_location_1461,station_sn_5,pipeline_sn_1
point_sn_1263,,,,5,measure_location_1263,station_sn_4,pipeline_sn_1
point_sn_533,,,,6,measure_location_533,station_sn_2,pipeline_sn_1
point_sn_1064,,,,10,measure_location_1064,station_sn_4,pipeline_sn_1
point_sn_1440,,,,12,measure_location_1440,station_sn_5,pipeline_sn_1
point_sn_162,,,,9,measure_location_162,station_sn_1,pipeline_sn_1
point_sn_1126,,,,4,measure_location_1126,station_sn_4,pipeline_sn_1
point_sn_42,,,,8,measure_location_42,station_sn_1,pipeline_sn_1
point_sn_30,,,,13,measure_location_30,station_sn_1,pipeline_sn_1
point_sn_722,,,,8,measure_location_722,station_sn_3,pipeline_sn_1
point_sn_1290,,,,15,measure_location_1290,station_sn_4,pipeline_sn_1
point_sn_1015,,,,12,measure_location_1015,station_sn_3,pipeline_sn_1
point_sn_382,,,,8,measure_location_382,station_sn_2,pipeline_sn_1
point_sn_522,,,,12,measure_location_522,station_sn_2,pipeline_sn_1
point_sn_1103,,,,15,measure_location_1103,station_sn_4,pipeline_sn_1
point_sn_1078,,,,7,measure_location_1078,station_sn_4,pipeline_sn_1
point_sn_970,,,,1,measure_location_970,station_sn_3,pipeline_sn_1
point_sn_720,,,,6,measure_location_720,station_sn_3,pipeline_sn_1
point_sn_1065,,,,11,measure_location_1065,station_sn_4,pipeline_sn_1
point_sn_1123,,,,1,measure_location_1123,station_sn_4,pipeline_sn_1
point_sn_957,,,,5,measure_location_957,station_sn_3,pipeline_sn_1
point_sn_1298,,,,6,measure_location_1298,station_sn_4,pipeline_sn_1
point_sn_470,,,,11,measure_location_470,station_sn_2,pipeline_sn_1
point_sn_315,,,,9,measure_location_315,station_sn_1,pipeline_sn_1
point_sn_918,,,,17,measure_location_918,station_sn_3,pipeline_sn_1
point_sn_441,,,,16,measure_location_441,station_sn_2,pipeline_sn_1
point_sn_76,,,,8,measure_location_76,station_sn_1,pipeline_sn_1
point_sn_495,,,,2,measure_location_495,station_sn_2,pipeline_sn_1
point_sn_1175,,,,2,measure_location_1175,station_sn_4,pipeline_sn_1
point_sn_1094,,,,6,measure_location_1094,station_sn_4,pipeline_sn_1
point_sn_1129,,,,7,measure_location_1129,station_sn_4,pipeline_sn_1
point_sn_1340,,,,14,measure_location_1340,station_sn_4,pipeline_sn_1
point_sn_1247,,,,6,measure_location_1247,station_sn_4,pipeline_sn_1
point_sn_521,,,,11,measure_location_521,station_sn_2,pipeline_sn_1
point_sn_1335,,,,9,measure_location_1335,station_sn_4,pipeline_sn_1
point_sn_1425,,,,14,measure_location_1425,station_sn_5,pipeline_sn_1
point_sn_1464,,,,2,measure_location_1464,station_sn_5,pipeline_sn_1
point_sn_101,,,,16,measure_location_101,station_sn_1,pipeline_sn_1
point_sn_516,,,,6,measure_location_516,station_sn_2,pipeline_sn_1
point_sn_697,,,,17,measure_location_697,station_sn_3,pipeline_sn_1
point_sn_51,,,,17,measure_location_51,station_sn_1,pipeline_sn_1
point_sn_1356,,,,13,measure_location_1356,station_sn_4,pipeline_sn_1
point_sn_181,,,,11,measure_location_181,station_sn_1,pipeline_sn_1
point_sn_1478,,,,16,measure_location_1478,station_sn_5,pipeline_sn_1
point_sn_296,,,,7,measure_location_296,station_sn_1,pipeline_sn_1
point_sn_809,,,,10,measure_location_809,station_sn_3,pipeline_sn_1
point_sn_194,,,,7,measure_location_194,station_sn_1,pipeline_sn_1
point_sn_900,,,,16,measure_location_900,station_sn_3,pipeline_sn_1
point_sn_1372,,,,12,measure_location_1372,station_sn_4,pipeline_sn_1
point_sn_794,,,,12,measure_location_794,station_sn_3,pipeline_sn_1
point_sn_1493,,,,14,measure_location_1493,station_sn_5,pipeline_sn_1
point_sn_217,,,,13,measure_location_217,station_sn_1,pipeline_sn_1
point_sn_660,,,,14,measure_location_660,station_sn_2,pipeline_sn_1
point_sn_1420,,,,9,measure_location_1420,station_sn_5,pipeline_sn_1
point_sn_586,,,,8,measure_location_586,station_sn_2,pipeline_sn_1
point_sn_704,,,,7,measure_location_704,station_sn_3,pipeline_sn_1
point_sn_517,,,,7,measure_location_517,station_sn_2,pipeline_sn_1
point_sn_600,,,,5,measure_location_600,station_sn_2,pipeline_sn_1
point_sn_1090,,,,2,measure_location_1090,station_sn_4,pipeline_sn_1
point_sn_139,,,,3,measure_location_139,station_sn_1,pipeline_sn_1
point_sn_656,,,,10,measure_location_656,station_sn_2,pipeline_sn_1
point_sn_592,,,,14,measure_location_592,station_sn_2,pipeline_sn_1
point_sn_1479,,,,17,measure_location_1479,station_sn_5,pipeline_sn_1
point_sn_94,,,,9,measure_location_94,station_sn_1,pipeline_sn_1
point_sn_1407,,,,13,measure_location_1407,station_sn_5,pipeline_sn_1
point_sn_341,,,,1,measure_location_341,station_sn_1,pipeline_sn_1
point_sn_707,,,,10,measure_location_707,station_sn_3,pipeline_sn_1
point_sn_1127,,,,5,measure_location_1127,station_sn_4,pipeline_sn_1
point_sn_5,,,,5,measure_location_5,station_sn_1,pipeline_sn_1
point_sn_1020,,,,17,measure_location_1020,station_sn_3,pipeline_sn_1
point_sn_1235,,,,11,measure_location_1235,station_sn_4,pipeline_sn_1
point_sn_130,,,,11,measure_location_130,station_sn_1,pipeline_sn_1
point_sn_710,,,,13,measure_location_710,station_sn_3,pipeline_sn_1
point_sn_1030,,,,10,measure_location_1030,station_sn_3,pipeline_sn_1
point_sn_1262,,,,4,measure_location_1262,station_sn_4,pipeline_sn_1
point_sn_168,,,,15,measure_location_168,station_sn_1,pipeline_sn_1
point_sn_19,,,,2,measure_location_19,station_sn_1,pipeline_sn_1
point_sn_1304,,,,12,measure_location_1304,station_sn_4,pipeline_sn_1
point_sn_985,,,,16,measure_location_985,station_sn_3,pipeline_sn_1
point_sn_135,,,,16,measure_location_135,station_sn_1,pipeline_sn_1
point_sn_590,,,,12,measure_location_590,station_sn_2,pipeline_sn_1
point_sn_1223,,,,16,measure_location_1223,station_sn_4,pipeline_sn_1
point_sn_895,,,,11,measure_location_895,station_sn_3,pipeline_sn_1
point_sn_858,,,,8,measure_location_858,station_sn_3,pipeline_sn_1
point_sn_1069,,,,15,measure_location_1069,station_sn_4,pipeline_sn_1
point_sn_255,,,,17,measure_location_255,station_sn_1,pipeline_sn_1
point_sn_1207,,,,17,measure_location_1207,station_sn_4,pipeline_sn_1
point_sn_233,,,,12,measure_location_233,station_sn_1,pipeline_sn_1
point_sn_828,,,,12,measure_location_828,station_sn_3,pipeline_sn_1
point_sn_1178,,,,5,measure_location_1178,station_sn_4,pipeline_sn_1
point_sn_174,,,,4,measure_location_174,station_sn_1,pipeline_sn_1
point_sn_95,,,,10,measure_location_95,station_sn_1,pipeline_sn_1
point_sn_1197,,,,7,measure_location_1197,station_sn_4,pipeline_sn_1
point_sn_352,,,,12,measure_location_352,station_sn_2,pipeline_sn_1
point_sn_637,,,,8,measure_location_637,station_sn_2,pipeline_sn_1
point_sn_1254,,,,13,measure_location_1254,station_sn_4,pipeline_sn_1
point_sn_486,,,,10,measure_location_486,station_sn_2,pipeline_sn_1
point_sn_1051,,,,14,measure_location_1051,station_sn_4,pipeline_sn_1
point_sn_424,,,,16,measure_location_424,station_sn_2,pipeline_sn_1
point_sn_489,,,,13,measure_location_489,station_sn_2,pipeline_sn_1
point_sn_544,,,,17,measure_location_544,station_sn_2,pipeline_sn_1
point_sn_591,,,,13,measure_location_591,station_sn_2,pipeline_sn_1
point_sn_2,,,,2,measure_location_2,station_sn_1,pipeline_sn_1
point_sn_55,,,,4,measure_location_55,station_sn_1,pipeline_sn_1
point_sn_1025,,,,5,measure_location_1025,station_sn_3,pipeline_sn_1
point_sn_110,,,,8,measure_location_110,station_sn_1,pipeline_sn_1
point_sn_1161,,,,5,measure_location_1161,station_sn_4,pipeline_sn_1
point_sn_1418,,,,7,measure_location_1418,station_sn_5,pipeline_sn_1
point_sn_87,,,,2,measure_location_87,station_sn_1,pipeline_sn_1
point_sn_853,,,,3,measure_location_853,station_sn_3,pipeline_sn_1
point_sn_1331,,,,5,measure_location_1331,station_sn_4,pipeline_sn_1
point_sn_1451,,,,6,measure_location_1451,station_sn_5,pipeline_sn_1
point_sn_423,,,,15,measure_location_423,station_sn_2,pipeline_sn_1
point_sn_559,,,,15,measure_location_559,station_sn_2,pipeline_sn_1
point_sn_306,,,,17,measure_location_306,station_sn_1,pipeline_sn_1
point_sn_1443,,,,15,measure_location_1443,station_sn_5,pipeline_sn_1
point_sn_575,,,,14,measure_location_575,station_sn_2,pipeline_sn_1
point_sn_979,,,,10,measure_location_979,station_sn_3,pipeline_sn_1
point_sn_618,,,,6,measure_location_618,station_sn_2,pipeline_sn_1
point_sn_254,,,,16,measure_location_254,station_sn_1,pipeline_sn_1
point_sn_757,,,,9,measure_location_757,station_sn_3,pipeline_sn_1
point_sn_1377,,,,17,measure_location_1377,station_sn_5,pipeline_sn_1
point_sn_1071,,,,17,measure_location_1071,station_sn_4,pipeline_sn_1
point_sn_876,,,,9,measure_location_876,station_sn_3,pipeline_sn_1
point_sn_1057,,,,3,measure_location_1057,station_sn_4,pipeline_sn_1
point_sn_1008,,,,5,measure_location_1008,station_sn_3,pipeline_sn_1
point_sn_817,,,,1,measure_location_817,station_sn_3,pipeline_sn_1
point_sn_1459,,,,14,measure_location_1459,station_sn_5,pipeline_sn_1
point_sn_1037,,,,17,measure_location_1037,station_sn_4,pipeline_sn_1
point_sn_294,,,,5,measure_location_294,station_sn_1,pipeline_sn_1
point_sn_297,,,,8,measure_location_297,station_sn_1,pipeline_sn_1
point_sn_326,,,,3,measure_location_326,station_sn_1,pipeline_sn_1
point_sn_186,,,,16,measure_location_186,station_sn_1,pipeline_sn_1
point_sn_904,,,,3,measure_location_904,station_sn_3,pipeline_sn_1
point_sn_283,,,,11,measure_location_283,station_sn_1,pipeline_sn_1
point_sn_485,,,,9,measure_location_485,station_sn_2,pipeline_sn_1
point_sn_298,,,,9,measure_location_298,station_sn_1,pipeline_sn_1
point_sn_946,,,,11,measure_location_946,station_sn_3,pipeline_sn_1
point_sn_936,,,,1,measure_location_936,station_sn_3,pipeline_sn_1
point_sn_392,,,,1,measure_location_392,station_sn_2,pipeline_sn_1
point_sn_155,,,,2,measure_location_155,station_sn_1,pipeline_sn_1
point_sn_540,,,,13,measure_location_540,station_sn_2,pipeline_sn_1
point_sn_1267,,,,9,measure_location_1267,station_sn_4,pipeline_sn_1
point_sn_1284,,,,9,measure_location_1284,station_sn_4,pipeline_sn_1
point_sn_11,,,,11,measure_location_11,station_sn_1,pipeline_sn_1
point_sn_550,,,,6,measure_location_550,station_sn_2,pipeline_sn_1
point_sn_1120,,,,15,measure_location_1120,station_sn_4,pipeline_sn_1
point_sn_510,,,,17,measure_location_510,station_sn_2,pipeline_sn_1
point_sn_511,,,,1,measure_location_511,station_sn_2,pipeline_sn_1
point_sn_270,,,,15,measure_location_270,station_sn_1,pipeline_sn_1
point_sn_680,,,,17,measure_location_680,station_sn_2,pipeline_sn_1
point_sn_1314,,,,5,measure_location_1314,station_sn_4,pipeline_sn_1
point_sn_1361,,,,1,measure_location_1361,station_sn_4,pipeline_sn_1
point_sn_1041,,,,4,measure_location_1041,station_sn_4,pipeline_sn_1
point_sn_1135,,,,13,measure_location_1135,station_sn_4,pipeline_sn_1
point_sn_154,,,,1,measure_location_154,station_sn_1,pipeline_sn_1
point_sn_1323,,,,14,measure_location_1323,station_sn_4,pipeline_sn_1
point_sn_125,,,,6,measure_location_125,station_sn_1,pipeline_sn_1
point_sn_24,,,,7,measure_location_24,station_sn_1,pipeline_sn_1
point_sn_750,,,,2,measure_location_750,station_sn_3,pipeline_sn_1
point_sn_1470,,,,8,measure_location_1470,station_sn_5,pipeline_sn_1
point_sn_288,,,,16,measure_location_288,station_sn_1,pipeline_sn_1
point_sn_560,,,,16,measure_location_560,station_sn_2,pipeline_sn_1
point_sn_399,,,,8,measure_location_399,station_sn_2,pipeline_sn_1
point_sn_124,,,,5,measure_location_124,station_sn_1,pipeline_sn_1
point_sn_913,,,,12,measure_location_913,station_sn_3,pipeline_sn_1
point_sn_781,,,,16,measure_location_781,station_sn_3,pipeline_sn_1
point_sn_807,,,,8,measure_location_807,station_sn_3,pipeline_sn_1
point_sn_412,,,,4,measure_location_412,station_sn_2,pipeline_sn_1
point_sn_452,,,,10,measure_location_452,station_sn_2,pipeline_sn_1
point_sn_1308,,,,16,measure_location_1308,station_sn_4,pipeline_sn_1
point_sn_825,,,,9,measure_location_825,station_sn_3,pipeline_sn_1
point_sn_1279,,,,4,measure_location_1279,station_sn_4,pipeline_sn_1
point_sn_571,,,,10,measure_location_571,station_sn_2,pipeline_sn_1
point_sn_1474,,,,12,measure_location_1474,station_sn_5,pipeline_sn_1
point_sn_64,,,,13,measure_location_64,station_sn_1,pipeline_sn_1
point_sn_3,,,,3,measure_location_3,station_sn_1,pipeline_sn_1
point_sn_1128,,,,6,measure_location_1128,station_sn_4,pipeline_sn_1
point_sn_430,,,,5,measure_location_430,station_sn_2,pipeline_sn_1
point_sn_1241,,,,17,measure_location_1241,station_sn_4,pipeline_sn_1
point_sn_330,,,,7,measure_location_330,station_sn_1,pipeline_sn_1
point_sn_15,,,,15,measure_location_15,station_sn_1,pipeline_sn_1
point_sn_462,,,,3,measure_location_462,station_sn_2,pipeline_sn_1
point_sn_690,,,,10,measure_location_690,station_sn_3,pipeline_sn_1
point_sn_215,,,,11,measure_location_215,station_sn_1,pipeline_sn_1
point_sn_1276,,,,1,measure_location_1276,station_sn_4,pipeline_sn_1
point_sn_921,,,,3,measure_location_921,station_sn_3,pipeline_sn_1
point_sn_1072,,,,1,measure_location_1072,station_sn_4,pipeline_sn_1
point_sn_1172,,,,16,measure_location_1172,station_sn_4,pipeline_sn_1
point_sn_1415,,,,4,measure_location_1415,station_sn_5,pipeline_sn_1
point_sn_762,,,,14,measure_location_762,station_sn_3,pipeline_sn_1
point_sn_258,,,,3,measure_location_258,station_sn_1,pipeline_sn_1
point_sn_1476,,,,14,measure_location_1476,station_sn_5,pipeline_sn_1
point_sn_164,,,,11,measure_location_164,station_sn_1,pipeline_sn_1
point_sn_1035,,,,15,measure_location_1035,station_sn_4,pipeline_sn_1
point_sn_295,,,,6,measure_location_295,station_sn_1,pipeline_sn_1
point_sn_246,,,,8,measure_location_246,station_sn_1,pipeline_sn_1
point_sn_779,,,,14,measure_location_779,station_sn_3,pipeline_sn_1
point_sn_314,,,,8,measure_location_314,station_sn_1,pipeline_sn_1
point_sn_404,,,,13,measure_location_404,station_sn_2,pipeline_sn_1
point_sn_390,,,,16,measure_location_390,station_sn_2,pipeline_sn_1
point_sn_1439,,,,11,measure_location_1439,station_sn_5,pipeline_sn_1
point_sn_1167,,,,11,measure_location_1167,station_sn_4,pipeline_sn_1
point_sn_1291,,,,16,measure_location_1291,station_sn_4,pipeline_sn_1
point_sn_1256,,,,15,measure_location_1256,station_sn_4,pipeline_sn_1
point_sn_121,,,,2,measure_location_121,station_sn_1,pipeline_sn_1
point_sn_310,,,,4,measure_location_310,station_sn_1,pipeline_sn_1
point_sn_1204,,,,14,measure_location_1204,station_sn_4,pipeline_sn_1
point_sn_683,,,,3,measure_location_683,station_sn_2,pipeline_sn_1
point_sn_81,,,,13,measure_location_81,station_sn_1,pipeline_sn_1
point_sn_279,,,,7,measure_location_279,station_sn_1,pipeline_sn_1
point_sn_1023,,,,3,measure_location_1023,station_sn_3,pipeline_sn_1
point_sn_949,,,,14,measure_location_949,station_sn_3,pipeline_sn_1
point_sn_90,,,,5,measure_location_90,station_sn_1,pipeline_sn_1
point_sn_325,,,,2,measure_location_325,station_sn_1,pipeline_sn_1
point_sn_1206,,,,16,measure_location_1206,station_sn_4,pipeline_sn_1
point_sn_1174,,,,1,measure_location_1174,station_sn_4,pipeline_sn_1
point_sn_467,,,,8,measure_location_467,station_sn_2,pipeline_sn_1
point_sn_630,,,,1,measure_location_630,station_sn_2,pipeline_sn_1
point_sn_347,,,,7,measure_location_347,station_sn_2,pipeline_sn_1
point_sn_367,,,,10,measure_location_367,station_sn_2,pipeline_sn_1
point_sn_1353,,,,10,measure_location_1353,station_sn_4,pipeline_sn_1
point_sn_824,,,,8,measure_location_824,station_sn_3,pipeline_sn_1
point_sn_1318,,,,9,measure_location_1318,station_sn_4,pipeline_sn_1
point_sn_1342,,,,16,measure_location_1342,station_sn_4,pipeline_sn_1
point_sn_226,,,,5,measure_location_226,station_sn_1,pipeline_sn_1
point_sn_1239,,,,15,measure_location_1239,station_sn_4,pipeline_sn_1
point_sn_359,,,,2,measure_location_359,station_sn_2,pipeline_sn_1
point_sn_1070,,,,16,measure_location_1070,station_sn_4,pipeline_sn_1
point_sn_504,,,,11,measure_location_504,station_sn_2,pipeline_sn_1
point_sn_1442,,,,14,measure_location_1442,station_sn_5,pipeline_sn_1
point_sn_774,,,,9,measure_location_774,station_sn_3,pipeline_sn_1
point_sn_212,,,,8,measure_location_212,station_sn_1,pipeline_sn_1
point_sn_976,,,,7,measure_location_976,station_sn_3,pipeline_sn_1
point_sn_107,,,,5,measure_location_107,station_sn_1,pipeline_sn_1
point_sn_699,,,,2,measure_location_699,station_sn_3,pipeline_sn_1
point_sn_1261,,,,3,measure_location_1261,station_sn_4,pipeline_sn_1
point_sn_1076,,,,5,measure_location_1076,station_sn_4,pipeline_sn_1
point_sn_1471,,,,9,measure_location_1471,station_sn_5,pipeline_sn_1
point_sn_566,,,,5,measure_location_566,station_sn_2,pipeline_sn_1
point_sn_982,,,,13,measure_location_982,station_sn_3,pipeline_sn_1
point_sn_686,,,,6,measure_location_686,station_sn_2,pipeline_sn_1
point_sn_1,,,,1,measure_location_1,station_sn_1,pipeline_sn_1
point_sn_152,,,,16,measure_location_152,station_sn_1,pipeline_sn_1
point_sn_950,,,,15,measure_location_950,station_sn_3,pipeline_sn_1
point_sn_862,,,,12,measure_location_862,station_sn_3,pipeline_sn_1
point_sn_1006,,,,3,measure_location_1006,station_sn_3,pipeline_sn_1
point_sn_407,,,,16,measure_location_407,station_sn_2,pipeline_sn_1
point_sn_512,,,,2,measure_location_512,station_sn_2,pipeline_sn_1
point_sn_769,,,,4,measure_location_769,station_sn_3,pipeline_sn_1
point_sn_520,,,,10,measure_location_520,station_sn_2,pipeline_sn_1
point_sn_564,,,,3,measure_location_564,station_sn_2,pipeline_sn_1
point_sn_111,,,,9,measure_location_111,station_sn_1,pipeline_sn_1
point_sn_448,,,,6,measure_location_448,station_sn_2,pipeline_sn_1
point_sn_889,,,,5,measure_location_889,station_sn_3,pipeline_sn_1
point_sn_285,,,,13,measure_location_285,station_sn_1,pipeline_sn_1
point_sn_960,,,,8,measure_location_960,station_sn_3,pipeline_sn_1
point_sn_469,,,,10,measure_location_469,station_sn_2,pipeline_sn_1
point_sn_483,,,,7,measure_location_483,station_sn_2,pipeline_sn_1
point_sn_1058,,,,4,measure_location_1058,station_sn_4,pipeline_sn_1
point_sn_1280,,,,5,measure_location_1280,station_sn_4,pipeline_sn_1
point_sn_144,,,,8,measure_location_144,station_sn_1,pipeline_sn_1
point_sn_293,,,,4,measure_location_293,station_sn_1,pipeline_sn_1
point_sn_1142,,,,3,measure_location_1142,station_sn_4,pipeline_sn_1
point_sn_109,,,,7,measure_location_109,station_sn_1,pipeline_sn_1
point_sn_601,,,,6,measure_location_601,station_sn_2,pipeline_sn_1
point_sn_284,,,,12,measure_location_284,station_sn_1,pipeline_sn_1
point_sn_1300,,,,8,measure_location_1300,station_sn_4,pipeline_sn_1
point_sn_1413,,,,2,measure_location_1413,station_sn_5,pipeline_sn_1
point_sn_357,,,,17,measure_location_357,station_sn_2,pipeline_sn_1
point_sn_1074,,,,3,measure_location_1074,station_sn_4,pipeline_sn_1
point_sn_903,,,,2,measure_location_903,station_sn_3,pipeline_sn_1
point_sn_1055,,,,1,measure_location_1055,station_sn_4,pipeline_sn_1
point_sn_247,,,,9,measure_location_247,station_sn_1,pipeline_sn_1
point_sn_879,,,,12,measure_location_879,station_sn_3,pipeline_sn_1
point_sn_355,,,,15,measure_location_355,station_sn_2,pipeline_sn_1
point_sn_975,,,,6,measure_location_975,station_sn_3,pipeline_sn_1
point_sn_818,,,,2,measure_location_818,station_sn_3,pipeline_sn_1
point_sn_1458,,,,13,measure_location_1458,station_sn_5,pipeline_sn_1
point_sn_1437,,,,9,measure_location_1437,station_sn_5,pipeline_sn_1
point_sn_627,,,,15,measure_location_627,station_sn_2,pipeline_sn_1
point_sn_834,,,,1,measure_location_834,station_sn_3,pipeline_sn_1
point_sn_526,,,,16,measure_location_526,station_sn_2,pipeline_sn_1
point_sn_49,,,,15,measure_location_49,station_sn_1,pipeline_sn_1
point_sn_1320,,,,11,measure_location_1320,station_sn_4,pipeline_sn_1
point_sn_1133,,,,11,measure_location_1133,station_sn_4,pipeline_sn_1
point_sn_857,,,,7,measure_location_857,station_sn_3,pipeline_sn_1
point_sn_86,,,,1,measure_location_86,station_sn_1,pipeline_sn_1
point_sn_534,,,,7,measure_location_534,station_sn_2,pipeline_sn_1
point_sn_1183,,,,10,measure_location_1183,station_sn_4,pipeline_sn_1
point_sn_543,,,,16,measure_location_543,station_sn_2,pipeline_sn_1
point_sn_939,,,,4,measure_location_939,station_sn_3,pipeline_sn_1
point_sn_287,,,,15,measure_location_287,station_sn_1,pipeline_sn_1
point_sn_239,,,,1,measure_location_239,station_sn_1,pipeline_sn_1
point_sn_395,,,,4,measure_location_395,station_sn_2,pipeline_sn_1
point_sn_525,,,,15,measure_location_525,station_sn_2,pipeline_sn_1
point_sn_1045,,,,8,measure_location_1045,station_sn_4,pipeline_sn_1
point_sn_826,,,,10,measure_location_826,station_sn_3,pipeline_sn_1
point_sn_1244,,,,3,measure_location_1244,station_sn_4,pipeline_sn_1
point_sn_189,,,,2,measure_location_189,station_sn_1,pipeline_sn_1
point_sn_935,,,,17,measure_location_935,station_sn_3,pipeline_sn_1
point_sn_322,,,,16,measure_location_322,station_sn_1,pipeline_sn_1
point_sn_387,,,,13,measure_location_387,station_sn_2,pipeline_sn_1
point_sn_842,,,,9,measure_location_842,station_sn_3,pipeline_sn_1
point_sn_104,,,,2,measure_location_104,station_sn_1,pipeline_sn_1
point_sn_557,,,,13,measure_location_557,station_sn_2,pipeline_sn_1
point_sn_1382,,,,5,measure_location_1382,station_sn_5,pipeline_sn_1
point_sn_317,,,,11,measure_location_317,station_sn_1,pipeline_sn_1
point_sn_822,,,,6,measure_location_822,station_sn_3,pipeline_sn_1
point_sn_573,,,,12,measure_location_573,station_sn_2,pipeline_sn_1
point_sn_1255,,,,14,measure_location_1255,station_sn_4,pipeline_sn_1
